TweetID,Expert,Amateur_0,Amateur_1,Amateur_2
570850963986059264,neither,neither,neither,neither
576437717719879680,sexism,neither,neither,neither
595376524880060416,neither,neither,neither,neither
572345440600907777,sexism,sexism,sexism,sexism
576552013955080192,neither,neither,neither,neither
572338526886363136,neither,neither,neither,neither
596748021695578112,neither,neither,neither,neither
564627148577595393,neither,link,link,neither
570639722600538113,racism,neither,neither,neither
564317814693978114,neither,neither,neither,neither
572490037230628864,neither,neither,neither,neither
567355729862868992,neither,neither,neither,neither
572344083017936896,sexism,neither,sexism,neither
574410915367399424,neither,neither,neither,neither
572335490885529600,neither,neither,neither,neither
603678413078028289,neither,neither,both,sexism
568663401657864192,neither,link,neither,neither
564730068748861440,neither,neither,neither,neither
576430495308730368,neither,neither,neither,neither
576130274498510849,neither,sexism,neither,sexism
575355446124396544,neither,neither,neither,neither
565359433686208512,neither,neither,neither,neither
595384140142379008,neither,neither,neither,neither
572336811948687362,neither,neither,neither,neither
566309357252780032,neither,sexism,sexism,sexism
562715323003318273,neither,neither,neither,neither
572336302500134912,neither,neither,neither,neither
576517777864798208,neither,sexism,sexism,neither
572604868692594689,neither,neither,neither,neither
571001349376069632,neither,neither,neither,neither
576517274254749696,neither,neither,neither,neither
572336380614856706,sexism,sexism,sexism,neither
571380410539581440,neither,sexism,neither,neither
597104315971448832,neither,neither,neither,neither
568130839982157824,neither,neither,neither,neither
571103188029276162,sexism,sexism,sexism,sexism
562786361045164032,neither,neither,neither,neither
573265516883648512,neither,sexism,neither,neither
603547693504421888,neither,sexism,sexism,sexism
603581009595084800,neither,racism,racism,racism
567047586515677185,neither,neither,neither,neither
566072331127492608,neither,neither,neither,neither
565761296264859649,neither,neither,neither,neither
573268706010120192,neither,neither,neither,neither
573474434050301952,neither,racism,neither,neither
595863871073587200,neither,neither,neither,neither
571423471223222272,neither,neither,neither,neither
576241537484496896,sexism,sexism,sexism,sexism
563556066953154560,neither,sexism,sexism,sexism
598493860860309504,neither,neither,neither,neither
603686720819875843,sexism,sexism,sexism,racism
574688639457886210,racism,racism,racism,racism
571440668813307904,neither,neither,neither,neither
598393695436546048,neither,neither,neither,neither
570995887876349952,racism,neither,neither,neither
562857483698728960,neither,neither,neither,neither
568300748125024256,neither,neither,neither,neither
568455802383511552,neither,neither,neither,neither
572348198062170112,sexism,sexism,sexism,sexism
563556102541803520,neither,neither,neither,neither
594913814321102849,neither,neither,neither,neither
596801639303938049,neither,neither,neither,neither
603059827313618944,neither,neither,neither,neither
570801788120653824,sexism,sexism,sexism,sexism
572337876911857664,neither,sexism,neither,neither
603653864093577216,neither,neither,neither,neither
603027319352070145,neither,neither,neither,neither
598911047118901248,neither,neither,neither,neither
603654764618997762,sexism,sexism,sexism,sexism
570847322139045889,neither,link,link,neither
598974214620581888,neither,neither,neither,neither
563553471966613505,neither,neither,neither,neither
594297574053412864,neither,neither,neither,neither
576569252687163392,neither,racism,sexism,sexism
571422590545170432,neither,neither,neither,neither
571622027171246080,sexism,sexism,sexism,sexism
576641140922822656,neither,neither,neither,neither
575545766741147649,neither,neither,neither,neither
575897095997034496,racism,neither,neither,neither
568265489878642689,neither,sexism,neither,neither
568317293689593856,neither,neither,neither,neither
603668696486129664,neither,neither,sexism,neither
595392198956306432,neither,neither,neither,neither
569956626544730112,neither,neither,neither,neither
575768598762930176,neither,sexism,sexism,sexism
562767280736829441,neither,sexism,neither,neither
568212707331018754,neither,neither,neither,neither
596737027602653184,sexism,both,neither,racism
575774275715489792,neither,neither,neither,neither
572336719988588545,sexism,neither,sexism,sexism
566443446089842689,neither,neither,neither,neither
571168385578479617,sexism,sexism,sexism,sexism
570057784588247040,neither,neither,neither,neither
596708887144706048,neither,link,neither,neither
576588305338339328,sexism,sexism,sexism,racism
603671719090515968,neither,neither,neither,sexism
570962620934696961,sexism,sexism,sexism,neither
574462678854332417,neither,neither,neither,neither
571734594011021313,neither,neither,neither,neither
569912822504689664,neither,neither,neither,neither
568456361052213248,neither,neither,neither,neither
564680075564425218,neither,neither,neither,neither
568273208903737346,neither,neither,neither,neither
564570357303365633,sexism,neither,sexism,neither
568301106394083328,neither,neither,neither,sexism
567834627664060416,neither,neither,neither,neither
564675321652195328,neither,neither,neither,neither
562700798543818752,neither,neither,neither,sexism
568182134801707008,neither,neither,neither,neither
564897178770874368,neither,neither,neither,neither
569613084936908801,neither,neither,neither,neither
573224002795139072,neither,neither,racism,neither
571160003479937025,neither,neither,neither,neither
576397915049975808,neither,neither,neither,neither
576066263916609536,sexism,sexism,sexism,sexism
573892581614030849,racism,racism,racism,racism
598518875261566977,neither,neither,neither,neither
565962094198018049,neither,neither,neither,sexism
571986067462610944,neither,sexism,sexism,sexism
572335940795957248,neither,neither,neither,neither
603689744967593984,neither,sexism,both,sexism
575816367191953409,neither,neither,neither,neither
576152646593073153,neither,neither,neither,neither
572339654554341378,neither,neither,neither,neither
562769120174047233,neither,sexism,neither,neither
569962046848000000,neither,neither,neither,racism
572335774554669057,neither,neither,neither,sexism
597135449086296064,neither,neither,neither,link
572344984822661121,neither,neither,neither,neither
563029717906108416,neither,neither,neither,neither
603636868434010112,sexism,neither,neither,sexism
575430572144644096,neither,neither,neither,neither
566382658347728897,neither,sexism,neither,sexism
598914169195220992,neither,neither,neither,neither
598058905491517440,neither,neither,neither,neither
564574332970864640,neither,neither,neither,neither
576421195198779392,sexism,sexism,sexism,racism
565325846932897793,neither,neither,neither,neither
572052403475906560,sexism,sexism,sexism,sexism
596719288066519040,neither,neither,neither,neither
602539996709453824,both,neither,neither,racism
569742377553776642,neither,neither,neither,neither
567078394458677248,neither,neither,neither,neither
603656378515873792,neither,neither,neither,neither
563310267635757056,neither,neither,neither,neither
563301407684431872,neither,neither,neither,neither
576488139931435008,neither,sexism,sexism,sexism
576397378883756032,neither,neither,neither,neither
597148274009575424,neither,neither,neither,neither
596719436821737472,neither,neither,neither,neither
573263695108702209,neither,neither,neither,neither
572328650097364992,sexism,neither,neither,neither
598418845372559360,neither,neither,neither,neither
597578569728983040,neither,neither,neither,neither
598335339585871873,neither,neither,neither,neither
563456844106960896,neither,neither,neither,neither
562855740076195842,neither,neither,neither,neither
594803951700082688,neither,neither,neither,neither
576464244834590720,neither,neither,neither,racism
595328845131067392,neither,sexism,neither,neither
598288442775056384,neither,neither,neither,neither
563899998673174530,neither,neither,neither,neither
598184183018622977,neither,neither,neither,neither
571090616311873537,neither,neither,neither,sexism
599067484595953664,neither,neither,neither,neither
572320554654425088,sexism,sexism,sexism,neither
567026468463468544,neither,neither,neither,neither
598184527391903744,neither,neither,neither,neither
570735830647640064,sexism,sexism,sexism,sexism
573209244628959232,neither,neither,neither,neither
595397861409361921,neither,neither,neither,neither
574410414454218752,neither,neither,neither,neither
566776650621526016,neither,neither,racism,neither
572913092687863808,neither,neither,neither,neither
576624519630073856,neither,neither,neither,neither
572344928069500929,sexism,sexism,sexism,racism
563495637958684672,neither,neither,neither,neither
576463632969523200,neither,sexism,neither,neither
568454659532173312,neither,neither,neither,neither
566780275116752896,neither,neither,neither,neither
565637119625138177,neither,neither,neither,neither
571740971920044032,neither,neither,neither,neither
597172763493707776,neither,neither,neither,neither
573506616374382592,neither,neither,neither,neither
576424999096971265,sexism,sexism,sexism,sexism
564320982060392448,neither,racism,neither,neither
595336297570406400,neither,sexism,neither,neither
571506370186498048,sexism,neither,sexism,neither
594330271735918592,neither,neither,neither,neither
568873857383161856,neither,neither,neither,neither
563059942081720321,neither,neither,neither,neither
596737345879035904,neither,neither,sexism,neither
563856514205495296,neither,neither,neither,neither
568909797526937600,neither,neither,neither,neither
563877427277881344,neither,neither,neither,neither
572118177162924032,sexism,sexism,sexism,sexism
574533906797457408,racism,neither,racism,neither
574364992373293056,neither,neither,neither,neither
599072809420070914,neither,neither,neither,racism
573845502099218432,neither,neither,neither,neither
594816397525422080,neither,neither,neither,neither
576465833028755456,neither,neither,neither,neither
575653420054503424,sexism,sexism,sexism,sexism
599517774570856448,neither,both,neither,racism
563427933499293697,neither,neither,neither,neither
565367033676963841,neither,sexism,sexism,neither
572336819020300289,neither,neither,neither,neither
576360462893236224,sexism,sexism,sexism,sexism
571645585817767937,neither,sexism,sexism,sexism
598274467043749888,neither,neither,neither,neither
599358451685330944,neither,neither,neither,neither
576089993245937664,neither,neither,neither,neither
573985230358384640,neither,neither,neither,neither
596767691496562688,neither,neither,neither,neither
603647747686866944,neither,neither,neither,neither
569013477336969216,neither,neither,sexism,sexism
572504458132758528,neither,neither,neither,neither
568815771733794816,racism,racism,racism,racism
603665462241665024,neither,racism,sexism,sexism
598501033057193984,neither,neither,sexism,neither
576166133729923072,neither,neither,neither,neither
566730337863360515,neither,neither,neither,sexism
597853248339316736,neither,neither,neither,neither
595252360550752256,neither,neither,neither,neither
595315943460311040,neither,neither,neither,neither
572348099953217537,neither,neither,neither,neither
576164772808261632,neither,neither,neither,neither
572220523800887299,sexism,sexism,sexism,sexism
576466128442122242,neither,neither,neither,neither
568317538875998209,neither,neither,neither,link
565690134428131328,neither,neither,neither,neither
564286601203687424,neither,neither,neither,neither
597876365635952640,neither,neither,racism,neither
575728724999430144,neither,link,link,neither
571006220451991552,neither,sexism,neither,neither
598186079036936192,neither,neither,neither,neither
564667748911816704,neither,neither,neither,neither
563874836376592384,neither,neither,neither,neither
595812453407137793,sexism,sexism,sexism,sexism
568806969726734337,neither,neither,racism,neither
595392014100758528,neither,neither,neither,neither
575806547491713024,neither,neither,sexism,sexism
603688016889057280,both,racism,racism,racism
564581470518255616,neither,neither,neither,neither
571131820244209664,neither,neither,neither,neither
570630511585939457,neither,sexism,neither,sexism
572342978255048705,neither,sexism,neither,neither
575721343586451456,neither,neither,neither,neither
597909451950067713,neither,neither,neither,neither
573948678966108160,neither,neither,neither,neither
574960153205698560,neither,neither,neither,neither
570703407830294528,neither,neither,neither,neither
566716837274988545,neither,neither,neither,neither
573551727707717632,neither,neither,neither,neither
595108095392514050,neither,link,neither,neither
572336293725642752,sexism,neither,neither,neither
565961202866876416,neither,neither,neither,neither
563862695938490368,neither,neither,neither,neither
568453970718359552,neither,neither,sexism,sexism
575427100980609024,neither,sexism,sexism,sexism
575505171985350656,neither,sexism,sexism,sexism
573402677532491776,neither,neither,neither,sexism
563857846672949248,neither,racism,neither,neither
572343206479712256,sexism,neither,neither,sexism
576254945768288257,neither,neither,neither,racism
576494974776180736,neither,neither,neither,neither
596431161506697216,neither,neither,racism,neither
571611613893173248,sexism,sexism,sexism,sexism
598185079819501568,neither,neither,neither,neither
562855352459603968,neither,neither,neither,neither
570993039256133633,neither,neither,neither,neither
595047101374959616,neither,neither,neither,neither
571135834478415872,neither,neither,neither,neither
564691588824051712,neither,neither,neither,neither
598729027113717761,neither,neither,neither,neither
572348377318346752,neither,sexism,neither,neither
564904905073111040,neither,neither,neither,neither
603686975242149888,sexism,neither,sexism,neither
575715584186449920,neither,link,neither,neither
597364944821063680,neither,neither,neither,neither
602269577305845760,neither,neither,neither,neither
597250717716328451,neither,neither,neither,neither
564872900692303872,neither,neither,neither,neither
572228242725326850,neither,neither,sexism,neither
573766406149390336,neither,neither,sexism,neither
563450227412049920,neither,neither,neither,neither
562703691783110658,neither,neither,neither,neither
571004780513873920,neither,neither,neither,neither
600850630794735617,racism,neither,neither,racism
574070802422738944,neither,neither,neither,neither
576507901302345728,neither,neither,neither,neither
598605595537637377,neither,neither,neither,neither
573596152093798400,neither,neither,neither,neither
573277610932756480,neither,link,sexism,link
575839895664594944,sexism,sexism,sexism,sexism
567077555551735809,neither,neither,neither,neither
563890176166862850,neither,neither,neither,neither
564917164683980801,neither,racism,neither,racism
565229035735613440,neither,neither,neither,neither
594334692645548032,neither,racism,neither,racism
568905419390758912,neither,neither,neither,neither
566650767701192704,neither,sexism,neither,neither
564676440579264514,neither,neither,neither,neither
573769582168637440,neither,neither,neither,neither
596706984860061696,sexism,sexism,neither,sexism
571039073093025792,racism,neither,neither,racism
596718985539756032,neither,neither,neither,neither
575075123557892096,neither,neither,neither,neither
566835606823501824,neither,neither,neither,neither
570460235598573569,neither,neither,neither,neither
570989243067019264,neither,neither,sexism,neither
603053781115346945,neither,neither,neither,neither
571686330696003585,sexism,sexism,sexism,sexism
568198756841037827,neither,neither,neither,neither
597954631335972865,neither,neither,neither,neither
570835371207962624,neither,neither,neither,neither
572581928907362304,neither,sexism,neither,neither
576092975467384832,neither,neither,neither,neither
574434357198241793,neither,sexism,sexism,neither
599670842662920194,neither,neither,neither,neither
568825114759798784,neither,neither,neither,neither
563058444715180032,neither,neither,neither,neither
567031821192265728,neither,neither,neither,neither
571391077099413504,neither,neither,sexism,neither
566668233869361155,neither,neither,racism,neither
576463813966462976,sexism,neither,sexism,sexism
566726425756327936,neither,neither,neither,neither
565955108438290432,neither,sexism,neither,neither
576255962429820928,neither,neither,neither,neither
573747533383475201,neither,neither,neither,neither
563911997587083264,neither,neither,neither,neither
564895373152366592,neither,link,neither,neither
571718793778601984,sexism,sexism,sexism,sexism
599787303368724480,neither,neither,neither,neither
598778429329125376,neither,neither,neither,racism
572348420821667841,neither,neither,neither,neither
603689386698473473,sexism,sexism,sexism,neither
573554685073731584,neither,neither,neither,neither
568552487956795392,neither,neither,neither,neither
595379887843639296,neither,neither,neither,neither
594587825321873408,neither,neither,neither,neither
576609527828750336,neither,neither,racism,neither
562741463931699200,neither,neither,neither,neither
568859600541192192,neither,neither,neither,neither
598399462550032385,neither,neither,neither,sexism
564918230146228224,neither,link,link,neither
571281894077272065,sexism,sexism,sexism,sexism
572335873158619136,sexism,neither,neither,sexism
595363405558521856,neither,neither,neither,neither
572347049787572224,neither,neither,neither,neither
572095670632484864,sexism,sexism,sexism,sexism
572501913029255169,neither,neither,neither,neither
565980398514372609,neither,neither,neither,neither
564691443080376321,neither,neither,neither,neither
595377859973107712,neither,neither,neither,neither
595380410537750528,neither,neither,neither,neither
598180793215688704,neither,sexism,neither,neither
563827198344175616,neither,neither,neither,neither
565346174484611073,neither,neither,neither,neither
595124549806522368,neither,neither,neither,neither
597119314903244800,neither,neither,neither,neither
565560626525634560,neither,neither,neither,neither
569187025288450048,neither,neither,neither,neither
569955555915100160,neither,neither,neither,neither
563447347397402625,neither,neither,neither,neither
572882745476571136,neither,neither,neither,neither
570782640837513216,neither,neither,neither,neither
598969177764864000,neither,neither,neither,neither
603655362714193920,neither,neither,neither,sexism
563035271642750978,neither,neither,neither,neither
598502187631706112,neither,neither,neither,neither
563878944886108161,neither,neither,neither,neither
568466851539259392,neither,neither,neither,neither
594393875281801216,neither,neither,neither,neither
572238100811923456,neither,both,sexism,sexism
576545647379116032,neither,neither,racism,neither
564901498962714624,neither,neither,neither,link
576166431919738880,neither,neither,neither,neither
598285649305669632,neither,neither,neither,neither
565758408947937280,neither,neither,neither,neither
594290189767311360,neither,neither,neither,neither
599390790440263680,neither,neither,neither,neither
571367458147184641,sexism,sexism,sexism,sexism
571814739648630784,neither,sexism,sexism,sexism
566673604276789248,neither,neither,neither,neither
576088483850280960,sexism,sexism,sexism,neither
603663624792645632,sexism,sexism,sexism,sexism
563239995297652736,neither,neither,neither,neither
565765255108628480,neither,sexism,sexism,neither
563248588382146560,neither,neither,neither,neither
598286179994193920,neither,neither,neither,neither
563495918935093248,neither,neither,neither,neither
603069198999396352,neither,neither,neither,racism
573568021882540033,neither,neither,neither,neither
598384839004266497,neither,sexism,sexism,neither
597579062542929920,neither,neither,neither,neither
595313802989690880,neither,neither,both,neither
563066413628555264,neither,neither,neither,neither
573950008967331840,neither,neither,neither,neither
599532087792664577,neither,neither,neither,neither
572315829531881473,sexism,neither,sexism,neither
565638426968752128,neither,neither,racism,neither
568428992958590976,neither,neither,neither,neither
599364412521074688,neither,neither,neither,neither
574322211936301056,neither,neither,neither,neither
603650890990489600,neither,racism,both,both
574966196602204160,sexism,neither,sexism,sexism
570459602682294272,racism,neither,neither,neither
567027825132068867,neither,sexism,neither,neither
571529439122747392,sexism,sexism,sexism,sexism
568190780801617920,neither,neither,neither,neither
563376928019603456,neither,link,link,neither
576645541376978944,neither,neither,sexism,sexism
576039708829978624,neither,neither,neither,neither
565970350740344833,neither,neither,neither,neither
595598743719780353,neither,neither,neither,neither
598409570076131328,neither,neither,neither,neither
563318475540537345,neither,neither,neither,neither
570885551823286274,sexism,sexism,sexism,sexism
573341715534364672,neither,racism,sexism,neither
569223726006276096,neither,link,sexism,sexism
574457070725914625,neither,neither,neither,neither
562701596921200640,neither,neither,neither,neither
575140162021228544,racism,racism,racism,neither
572341498827522049,neither,neither,neither,neither
594634203859263489,neither,neither,neither,neither
572680726161694721,neither,neither,neither,neither
565559415718154240,neither,neither,neither,neither
603665770061529088,neither,neither,neither,neither
562898315982143488,neither,neither,neither,neither
564676380344872961,neither,neither,neither,neither
568915358691627008,neither,neither,neither,neither
574311332838703104,neither,neither,neither,neither
566792700272189440,neither,neither,neither,neither
575931185869819904,sexism,both,both,sexism
573314530614239232,neither,neither,neither,neither
571460613685145600,neither,neither,neither,neither
575426099183685636,neither,neither,neither,neither
599677995301801984,neither,neither,racism,neither
564631268701134848,neither,neither,neither,neither
576285460135329792,sexism,sexism,sexism,sexism
575805959735373824,neither,racism,racism,neither
571041651029708800,sexism,sexism,sexism,sexism
596771269929906176,neither,link,neither,neither
574116637298688000,neither,neither,neither,neither
572336404568518656,neither,neither,neither,neither
568808279167475715,neither,sexism,sexism,sexism
563857278638387200,neither,neither,neither,neither
573271437391233024,neither,neither,neither,neither
570866484681048064,neither,neither,neither,sexism
576544119855538176,neither,neither,neither,neither
603685350763036672,neither,neither,racism,neither
599390747004043264,neither,neither,neither,neither
571519508269023232,neither,neither,sexism,neither
574646435062419456,neither,neither,neither,neither
573188053692522497,neither,sexism,neither,neither
571489795672653826,neither,neither,neither,neither
597580378920988672,neither,neither,neither,neither
564269965260234752,neither,neither,neither,neither
573588451536203776,neither,neither,neither,neither
597102890189131777,neither,neither,neither,neither
599060533178826754,neither,sexism,neither,neither
572493663357444096,neither,neither,neither,neither
575496438429278208,neither,sexism,sexism,sexism
572346080911736832,neither,neither,neither,neither
576007312202014720,neither,sexism,sexism,sexism
573497515187683328,neither,racism,neither,neither
563310092183810050,sexism,neither,neither,neither
572336456590495744,sexism,neither,neither,neither
598764907060801536,neither,neither,neither,neither
565042359285469185,neither,neither,neither,racism
571851437510139905,neither,sexism,neither,sexism
571739737368633344,neither,neither,neither,neither
564924756512628736,neither,neither,neither,neither
596034401743450112,neither,link,sexism,neither
575433429036048386,neither,neither,neither,neither
595788335144132608,neither,neither,neither,neither
571357434683338753,neither,neither,neither,neither
565361171034013696,neither,neither,neither,neither
570728731150553088,sexism,sexism,sexism,sexism
576406376848691201,sexism,sexism,neither,neither
576424537065156608,sexism,sexism,sexism,sexism
575844901083987968,sexism,sexism,sexism,sexism
566789174754549760,neither,neither,neither,neither
574428659206897664,neither,neither,neither,neither
573954256211849216,neither,neither,neither,neither
572347584339046402,sexism,neither,neither,neither
594939237457330176,neither,neither,sexism,neither
572337448337817600,neither,neither,neither,neither
603656299088314369,both,sexism,neither,racism
597871216532135936,neither,neither,neither,neither
571507608701575168,neither,neither,neither,neither
602234305172131840,racism,neither,racism,neither
568231567698472961,neither,neither,neither,neither
573224347520921600,neither,neither,neither,neither
602098682004013058,neither,neither,neither,racism
594912136121294849,neither,neither,neither,neither
596582333844566016,neither,neither,both,link
575739325758963712,neither,link,neither,link
568803754180390912,neither,neither,neither,neither
603677129327321089,neither,neither,neither,neither
565091498790617088,neither,neither,neither,neither
566315686587564032,neither,neither,neither,neither
565765241922134016,neither,neither,neither,sexism
572345254256373761,neither,neither,neither,neither
565594602502369280,neither,neither,neither,neither
603554063674941444,sexism,sexism,sexism,sexism
568666819877146624,neither,neither,neither,sexism
596744902836244481,neither,neither,neither,neither
565963146259877888,neither,neither,neither,neither
571469361791307776,sexism,neither,sexism,sexism
563498901831815168,neither,neither,neither,neither
572319306387599360,sexism,both,neither,sexism
575779556285681664,sexism,sexism,sexism,sexism
597147335768940544,neither,neither,neither,neither
575763554155917312,neither,neither,neither,neither
594308610588413952,neither,neither,neither,neither
571282249917861888,sexism,sexism,sexism,racism
575713989746913280,neither,link,racism,neither
563894510212505601,neither,neither,neither,neither
576058917228294144,neither,neither,neither,sexism
569174541521563648,sexism,neither,racism,neither
569998319449038848,neither,neither,neither,neither
594300607852187648,neither,neither,neither,neither
571800847140708352,sexism,sexism,sexism,sexism
569184919068352512,neither,neither,neither,neither
571725985244045312,neither,neither,neither,neither
573225372176687105,neither,neither,neither,neither
